"No.","Time","Source","Destination","Protocol","Length","Info"
"4424","86.932462","192.168.1.52","192.168.1.40","UDP","1185","23682  >  41595 Len=1143"
"4425","86.932525","192.168.1.52","192.168.1.40","UDP","1185","23682  >  41595 Len=1143"
"4426","86.941160","192.168.1.52","192.168.1.40","UDP","132","23682  >  41595 Len=90"
"4427","86.941258","192.168.1.40","192.168.1.52","UDP","97","41595  >  23682 Len=55"
"4428","86.941301","192.168.1.40","192.168.1.52","UDP","113","41595  >  23682 Len=71"
"4429","86.958417","192.168.1.52","192.168.1.40","UDP","141","23682  >  41595 Len=99"
"4430","86.973047","192.168.1.52","192.168.1.40","UDP","134","23682  >  41595 Len=92"
"4431","86.975169","192.168.1.40","192.168.1.52","UDP","97","41595  >  23682 Len=55"
"4432","86.993100","192.168.1.52","192.168.1.40","UDP","138","23682  >  41595 Len=96"
"4433","87.001771","192.168.1.52","192.168.1.40","UDP","1213","23682  >  41595 Len=1171"
"4434","87.001771","192.168.1.52","192.168.1.40","UDP","1213","23682  >  41595 Len=1171"
"4435","87.001771","192.168.1.52","192.168.1.40","UDP","1213","23682  >  41595 Len=1171"
"4436","87.001771","192.168.1.52","192.168.1.40","UDP","1213","23682  >  41595 Len=1171"
"4437","87.001771","192.168.1.52","192.168.1.40","UDP","1213","23682  >  41595 Len=1171"
"4438","87.002155","192.168.1.52","192.168.1.40","UDP","1213","23682  >  41595 Len=1171"
"4439","87.002155","192.168.1.52","192.168.1.40","UDP","1213","23682  >  41595 Len=1171"
"4440","87.002155","192.168.1.52","192.168.1.40","UDP","1213","23682  >  41595 Len=1171"
"4441","87.002234","192.168.1.52","192.168.1.40","UDP","1213","23682  >  41595 Len=1171"
"4442","87.002262","192.168.1.52","192.168.1.40","UDP","1213","23682  >  41595 Len=1171"
"4443","87.002262","192.168.1.52","192.168.1.40","UDP","1213","23682  >  41595 Len=1171"
"4444","87.002262","192.168.1.52","192.168.1.40","UDP","1213","23682  >  41595 Len=1171"
"4445","87.002297","192.168.1.52","192.168.1.40","UDP","1213","23682  >  41595 Len=1171"
"4446","87.002297","192.168.1.52","192.168.1.40","UDP","1212","23682  >  41595 Len=1170"
"4447","87.007898","192.168.1.40","192.168.1.52","UDP","97","41595  >  23682 Len=55"
"4448","87.007918","192.168.1.40","192.168.1.52","UDP","113","41595  >  23682 Len=71"
"4449","87.014369","192.168.1.52","192.168.1.40","UDP","138","23682  >  41595 Len=96"
"4453","87.037891","192.168.1.40","192.168.1.52","UDP","105","41595  >  23682 Len=63"
"4454","87.056975","192.168.1.52","192.168.1.40","UDP","136","23682  >  41595 Len=94"
"4455","87.056975","192.168.1.52","192.168.1.40","UDP","135","23682  >  41595 Len=93"
"4456","87.072098","192.168.1.40","192.168.1.52","UDP","97","41595  >  23682 Len=55"
"4457","87.072129","192.168.1.40","192.168.1.52","UDP","113","41595  >  23682 Len=71"
"4458","87.072250","192.168.1.40","192.168.1.52","RTCP","162","Payload-specific Feedback   ALFB  "
"4459","87.073773","192.168.1.52","192.168.1.40","UDP","142","23682  >  41595 Len=100"
"4460","87.073870","192.168.1.40","54.235.140.173","DHCP","286","DHCP Inform   - Transaction ID 0x1234567"
"4461","87.073887","192.168.1.40","54.235.140.173","UDP","42","55532  >  199 Len=0"
"4462","87.073896","192.168.1.40","54.235.140.173","UDP","42","55532  >  3052 Len=0"
"4463","87.073904","192.168.1.40","54.235.140.173","UDP","42","55532  >  17184 Len=0"
"4464","87.073913","192.168.1.40","54.235.140.173","UDP","42","55532  >  19683 Len=0"
"4465","87.073922","192.168.1.40","54.235.140.173","UDP","42","55532  >  17101 Len=0"
"4466","87.095781","192.168.1.52","192.168.1.40","UDP","138","23682  >  41595 Len=96"
"4467","87.095781","192.168.1.52","192.168.1.40","UDP","1213","23682  >  41595 Len=1171"
"4468","87.095781","192.168.1.52","192.168.1.40","UDP","1213","23682  >  41595 Len=1171"
"4469","87.095781","192.168.1.52","192.168.1.40","UDP","1213","23682  >  41595 Len=1171"
"4470","87.095781","192.168.1.52","192.168.1.40","UDP","1213","23682  >  41595 Len=1171"
"4471","87.095781","192.168.1.52","192.168.1.40","UDP","1213","23682  >  41595 Len=1171"
"4472","87.095781","192.168.1.52","192.168.1.40","UDP","1213","23682  >  41595 Len=1171"
"4473","87.095873","192.168.1.52","192.168.1.40","UDP","1213","23682  >  41595 Len=1171"
"4474","87.095873","192.168.1.52","192.168.1.40","UDP","1213","23682  >  41595 Len=1171"
"4475","87.096231","192.168.1.52","192.168.1.40","UDP","1213","23682  >  41595 Len=1171"
"4476","87.096231","192.168.1.52","192.168.1.40","UDP","1213","23682  >  41595 Len=1171"
"4477","87.096231","192.168.1.52","192.168.1.40","UDP","1213","23682  >  41595 Len=1171"
"4478","87.096231","192.168.1.52","192.168.1.40","UDP","1211","23682  >  41595 Len=1169"
"4479","87.096231","192.168.1.52","192.168.1.40","UDP","1229","23682  >  41595 Len=1187"
"4480","87.096231","192.168.1.52","192.168.1.40","UDP","1229","23682  >  41595 Len=1187"
"4481","87.096301","192.168.1.52","192.168.1.40","UDP","1229","23682  >  41595 Len=1187"
"4482","87.096301","192.168.1.52","192.168.1.40","UDP","1229","23682  >  41595 Len=1187"
"4483","87.097839","192.168.1.40","54.235.140.173","UDP","42","55532  >  17683 Len=0"
"4484","87.097869","192.168.1.40","54.235.140.173","UDP","114","55532  >  1037 Len=72"
"4485","87.097883","192.168.1.40","54.235.140.173","UDP","42","55532  >  8181 Len=0"
"4486","87.097896","192.168.1.40","54.235.140.173","UDP","82","55532  >  53571 Len=40"
"4487","87.107015","192.168.1.40","192.168.1.52","UDP","97","41595  >  23682 Len=55"
"4488","87.122090","192.168.1.52","192.168.1.40","RTCP","162","Payload-specific Feedback   ALFB  "
"4489","87.124200","192.168.1.52","192.168.1.40","UDP","141","23682  >  41595 Len=99"
"4490","87.135214","192.168.1.52","192.168.1.40","UDP","130","23682  >  41595 Len=88"
"4491","87.139930","192.168.1.40","192.168.1.52","UDP","97","41595  >  23682 Len=55"
"4492","87.139953","192.168.1.40","192.168.1.52","UDP","113","41595  >  23682 Len=71"
"4493","87.156219","192.168.1.52","192.168.1.40","UDP","132","23682  >  41595 Len=90"
"4497","87.172791","192.168.1.40","192.168.1.52","UDP","97","41595  >  23682 Len=55"
"4498","87.173657","192.168.1.52","192.168.1.40","UDP","126","23682  >  41595 Len=84"
"4502","87.193142","192.168.1.52","192.168.1.40","UDP","130","23682  >  41595 Len=88"
"4503","87.194494","192.168.1.52","192.168.1.40","UDP","1198","23682  >  41595 Len=1156"
"4504","87.194494","192.168.1.52","192.168.1.40","UDP","1198","23682  >  41595 Len=1156"
"4505","87.194494","192.168.1.52","192.168.1.40","UDP","1198","23682  >  41595 Len=1156"
"4506","87.194494","192.168.1.52","192.168.1.40","UDP","1198","23682  >  41595 Len=1156"
"4507","87.194494","192.168.1.52","192.168.1.40","UDP","1195","23682  >  41595 Len=1153"
"4508","87.206096","192.168.1.40","192.168.1.52","UDP","105","41595  >  23682 Len=63"
"4509","87.206126","192.168.1.40","192.168.1.52","UDP","113","41595  >  23682 Len=71"
"4510","87.212431","192.168.1.52","192.168.1.40","UDP","125","23682  >  41595 Len=83"
"4511","87.233998","192.168.1.52","192.168.1.40","UDP","125","23682  >  41595 Len=83"
"4512","87.240057","192.168.1.40","192.168.1.52","UDP","97","41595  >  23682 Len=55"
"4513","87.240283","192.168.1.40","192.168.1.52","RTCP","86","Receiver Report   (PSE:Unknown  PSE:Unknown  [Malformed Packet]"
"4514","87.240311","192.168.1.40","192.168.1.52","RTCP","1262","Receiver Report   ([Malformed Packet]"
"4515","87.240333","192.168.1.40","192.168.1.52","RTCP","1262","Receiver Report   (PSE:Unknown  [Malformed Packet]"
"4516","87.240352","192.168.1.40","192.168.1.52","RTCP","1262","Receiver Report   ([Malformed Packet]"
"4517","87.240370","192.168.1.40","192.168.1.52","RTCP","1262","Receiver Report   ([Malformed Packet]"
"4518","87.240407","192.168.1.40","192.168.1.52","RTCP","1262","Receiver Report   ([Malformed Packet]"
"4519","87.240430","192.168.1.40","192.168.1.52","RTCP","1262","Receiver Report   (PSE:Unknown  PSE:Unknown  [Malformed Packet]"
"4520","87.265390","192.168.1.52","192.168.1.40","UDP","132","23682  >  41595 Len=90"
"4521","87.273327","192.168.1.52","192.168.1.40","UDP","128","23682  >  41595 Len=86"
"4522","87.275883","192.168.1.40","192.168.1.52","UDP","97","41595  >  23682 Len=55"
"4523","87.275902","192.168.1.40","192.168.1.52","UDP","113","41595  >  23682 Len=71"
"4524","87.291138","192.168.1.52","192.168.1.40","UDP","1098","23682  >  41595 Len=1056"
"4525","87.291138","192.168.1.52","192.168.1.40","UDP","1098","23682  >  41595 Len=1056"
"4526","87.291138","192.168.1.52","192.168.1.40","UDP","1098","23682  >  41595 Len=1056"
"4527","87.291138","192.168.1.52","192.168.1.40","UDP","1098","23682  >  41595 Len=1056"
"4528","87.291138","192.168.1.52","192.168.1.40","UDP","1098","23682  >  41595 Len=1056"
"4529","87.291138","192.168.1.52","192.168.1.40","UDP","1098","23682  >  41595 Len=1056"
"4530","87.291138","192.168.1.52","192.168.1.40","UDP","1098","23682  >  41595 Len=1056"
"4534","87.291251","192.168.1.52","192.168.1.40","UDP","1098","23682  >  41595 Len=1056"
"4535","87.291251","192.168.1.52","192.168.1.40","UDP","1098","23682  >  41595 Len=1056"
"4536","87.291251","192.168.1.52","192.168.1.40","UDP","1098","23682  >  41595 Len=1056"
"4537","87.291251","192.168.1.52","192.168.1.40","UDP","1098","23682  >  41595 Len=1056"
"4538","87.291251","192.168.1.52","192.168.1.40","UDP","1094","23682  >  41595 Len=1052"
"4539","87.291251","192.168.1.52","192.168.1.40","UDP","1114","23682  >  41595 Len=1072"
"4540","87.291251","192.168.1.52","192.168.1.40","UDP","1114","23682  >  41595 Len=1072"
"4541","87.291251","192.168.1.52","192.168.1.40","UDP","1114","23682  >  41595 Len=1072"
"4542","87.291251","192.168.1.52","192.168.1.40","UDP","1114","23682  >  41595 Len=1072"
"4544","87.292595","192.168.1.52","192.168.1.40","UDP","130","23682  >  41595 Len=88"
"4545","87.305731","192.168.1.40","192.168.1.52","UDP","97","41595  >  23682 Len=55"
"4547","87.311030","192.168.1.52","192.168.1.40","RTCP","162","Payload-specific Feedback   ALFB  "
"4548","87.313566","192.168.1.52","192.168.1.40","UDP","123","23682  >  41595 Len=81"
"4549","87.333908","192.168.1.52","192.168.1.40","UDP","132","23682  >  41595 Len=90"
"4550","87.341724","192.168.1.40","192.168.1.52","UDP","97","41595  >  23682 Len=55"
"4551","87.341750","192.168.1.40","192.168.1.52","UDP","113","41595  >  23682 Len=71"
"4552","87.352733","192.168.1.52","192.168.1.40","UDP","129","23682  >  41595 Len=87"
"4553","87.371656","192.168.1.40","192.168.1.52","UDP","105","41595  >  23682 Len=63"
"4554","87.372984","192.168.1.52","192.168.1.40","UDP","126","23682  >  41595 Len=84"
"4555","87.392843","192.168.1.52","192.168.1.40","UDP","126","23682  >  41595 Len=84"
"4556","87.400614","192.168.1.52","192.168.1.40","UDP","1176","23682  >  41595 Len=1134"
"4557","87.400614","192.168.1.52","192.168.1.40","UDP","1176","23682  >  41595 Len=1134"
"4558","87.400614","192.168.1.52","192.168.1.40","UDP","1176","23682  >  41595 Len=1134"
"4559","87.400905","192.168.1.52","192.168.1.40","UDP","1176","23682  >  41595 Len=1134"
"4560","87.400905","192.168.1.52","192.168.1.40","UDP","1174","23682  >  41595 Len=1132"
"4561","87.405775","192.168.1.40","192.168.1.52","UDP","97","41595  >  23682 Len=55"
"4562","87.405820","192.168.1.40","192.168.1.52","UDP","113","41595  >  23682 Len=71"
"4563","87.413031","192.168.1.52","192.168.1.40","UDP","126","23682  >  41595 Len=84"
"4564","87.434820","192.168.1.52","192.168.1.40","UDP","130","23682  >  41595 Len=88"
"4565","87.439550","192.168.1.40","192.168.1.52","UDP","97","41595  >  23682 Len=55"
"4566","87.472479","192.168.1.40","192.168.1.52","UDP","97","41595  >  23682 Len=55"
"4567","87.472505","192.168.1.40","192.168.1.52","UDP","113","41595  >  23682 Len=71"
"4568","87.484597","192.168.1.52","192.168.1.40","UDP","126","23682  >  41595 Len=84"
"4569","87.484597","192.168.1.52","192.168.1.40","UDP","124","23682  >  41595 Len=82"
"4570","87.508362","192.168.1.40","192.168.1.52","UDP","97","41595  >  23682 Len=55"
"4571","87.523562","192.168.1.52","192.168.1.40","UDP","123","23682  >  41595 Len=81"
"4572","87.523562","192.168.1.52","192.168.1.40","UDP","1227","23682  >  41595 Len=1185"
"4573","87.523562","192.168.1.52","192.168.1.40","UDP","1227","23682  >  41595 Len=1185"
"4574","87.523562","192.168.1.52","192.168.1.40","UDP","1227","23682  >  41595 Len=1185"
"4575","87.523562","192.168.1.52","192.168.1.40","UDP","1227","23682  >  41595 Len=1185"
"4576","87.523562","192.168.1.52","192.168.1.40","UDP","1227","23682  >  41595 Len=1185"
"4577","87.523562","192.168.1.52","192.168.1.40","UDP","1227","23682  >  41595 Len=1185"
"4578","87.523626","192.168.1.52","192.168.1.40","UDP","1227","23682  >  41595 Len=1185"
"4579","87.523626","192.168.1.52","192.168.1.40","UDP","1227","23682  >  41595 Len=1185"
"4580","87.523924","192.168.1.52","192.168.1.40","UDP","1227","23682  >  41595 Len=1185"
"4581","87.523924","192.168.1.52","192.168.1.40","UDP","1227","23682  >  41595 Len=1185"
"4582","87.523924","192.168.1.52","192.168.1.40","UDP","1227","23682  >  41595 Len=1185"
"4583","87.523924","192.168.1.52","192.168.1.40","UDP","1227","23682  >  41595 Len=1185"
"4584","87.523974","192.168.1.52","192.168.1.40","UDP","1243","23682  >  41595 Len=1201"
"4585","87.523974","192.168.1.52","192.168.1.40","UDP","1243","23682  >  41595 Len=1201"
"4586","87.523974","192.168.1.52","192.168.1.40","UDP","1243","23682  >  41595 Len=1201"
"4587","87.523974","192.168.1.52","192.168.1.40","UDP","1243","23682  >  41595 Len=1201"
"4588","87.523974","192.168.1.52","192.168.1.40","RTCP","162","Payload-specific Feedback   ALFB  "
"4589","87.523974","192.168.1.52","192.168.1.40","UDP","124","23682  >  41595 Len=82"
"4590","87.534081","192.168.1.52","192.168.1.40","UDP","120","23682  >  41595 Len=78"
"4591","87.542322","192.168.1.40","192.168.1.52","UDP","105","41595  >  23682 Len=63"
"4592","87.542355","192.168.1.40","192.168.1.52","UDP","113","41595  >  23682 Len=71"
"4593","87.553525","192.168.1.52","192.168.1.40","UDP","125","23682  >  41595 Len=83"
"4594","87.572804","192.168.1.52","192.168.1.40","UDP","125","23682  >  41595 Len=83"
"4595","87.575579","192.168.1.40","192.168.1.52","UDP","97","41595  >  23682 Len=55"
"4596","87.592759","192.168.1.52","192.168.1.40","UDP","126","23682  >  41595 Len=84"
"4597","87.594274","192.168.1.52","192.168.1.40","UDP","1171","23682  >  41595 Len=1129"
"4598","87.594274","192.168.1.52","192.168.1.40","UDP","1171","23682  >  41595 Len=1129"
"4599","87.594274","192.168.1.52","192.168.1.40","UDP","1171","23682  >  41595 Len=1129"
"4600","87.594274","192.168.1.52","192.168.1.40","UDP","1171","23682  >  41595 Len=1129"
"4601","87.594274","192.168.1.52","192.168.1.40","UDP","1171","23682  >  41595 Len=1129"
"4602","87.594614","192.168.1.52","192.168.1.40","UDP","1168","23682  >  41595 Len=1126"
"4603","87.611335","192.168.1.40","192.168.1.52","UDP","97","41595  >  23682 Len=55"
"4604","87.611360","192.168.1.40","192.168.1.52","UDP","113","41595  >  23682 Len=71"
"4605","87.612626","192.168.1.52","192.168.1.40","UDP","120","23682  >  41595 Len=78"
"4606","87.619249","192.168.1.40","54.235.140.173","UDP","82","55530  >  49181 Len=40"
"4607","87.619268","192.168.1.40","54.235.140.173","UDP","42","55530  >  24606 Len=0"
"4608","87.619275","192.168.1.40","54.235.140.173","Portmap","82","V104316 proc-0 Call"
"4609","87.619282","192.168.1.40","54.235.140.173","UDP","82","55530  >  42639 Len=40"
"4610","87.619289","192.168.1.40","54.235.140.173","UDP","82","55530  >  34570 Len=40"
"4611","87.619295","192.168.1.40","54.235.140.173","UDP","82","55530  >  49259 Len=40"
"4612","87.634863","192.168.1.52","192.168.1.40","UDP","116","23682  >  41595 Len=74"
"4613","87.639278","192.168.1.40","192.168.1.52","UDP","97","41595  >  23682 Len=55"
"4614","87.644939","192.168.1.40","54.235.140.173","UDP","42","55530  >  9200 Len=0"
"4615","87.644954","192.168.1.40","54.235.140.173","UDP","82","55530  >  35702 Len=40"
"4616","87.644962","192.168.1.40","54.235.140.173","UDP","82","55530  >  49187 Len=40"
"4617","87.644969","192.168.1.40","54.235.140.173","UDP","82","55530  >  42172 Len=40"
"4618","87.654596","192.168.1.52","192.168.1.40","UDP","119","23682  >  41595 Len=77"
"4619","87.672995","192.168.1.40","192.168.1.52","UDP","97","41595  >  23682 Len=55"
"4620","87.673023","192.168.1.40","192.168.1.52","UDP","113","41595  >  23682 Len=71"
"4621","87.706898","192.168.1.40","192.168.1.52","UDP","105","41595  >  23682 Len=63"
"4622","87.707708","192.168.1.52","192.168.1.40","UDP","117","23682  >  41595 Len=75"
"4623","87.707708","192.168.1.52","192.168.1.40","UDP","1063","23682  >  41595 Len=1021"
"4624","87.707708","192.168.1.52","192.168.1.40","UDP","1063","23682  >  41595 Len=1021"
"4625","87.707708","192.168.1.52","192.168.1.40","UDP","1063","23682  >  41595 Len=1021"
"4626","87.707708","192.168.1.52","192.168.1.40","UDP","1063","23682  >  41595 Len=1021"
"4627","87.707708","192.168.1.52","192.168.1.40","UDP","1063","23682  >  41595 Len=1021"
"4628","87.707708","192.168.1.52","192.168.1.40","UDP","1063","23682  >  41595 Len=1021"
"4629","87.707708","192.168.1.52","192.168.1.40","UDP","1063","23682  >  41595 Len=1021"
"4630","87.707708","192.168.1.52","192.168.1.40","UDP","1063","23682  >  41595 Len=1021"
"4631","87.707708","192.168.1.52","192.168.1.40","UDP","1063","23682  >  41595 Len=1021"
"4632","87.708221","192.168.1.52","192.168.1.40","UDP","1063","23682  >  41595 Len=1021"
"4633","87.708221","192.168.1.52","192.168.1.40","UDP","1063","23682  >  41595 Len=1021"
"4634","87.708221","192.168.1.52","192.168.1.40","UDP","1063","23682  >  41595 Len=1021"
"4635","87.708221","192.168.1.52","192.168.1.40","UDP","1063","23682  >  41595 Len=1021"
"4636","87.708221","192.168.1.52","192.168.1.40","UDP","1063","23682  >  41595 Len=1021"
"4637","87.708221","192.168.1.52","192.168.1.40","UDP","1063","23682  >  41595 Len=1021"
"4638","87.708221","192.168.1.52","192.168.1.40","UDP","1063","23682  >  41595 Len=1021"
"4639","87.708221","192.168.1.52","192.168.1.40","UDP","1063","23682  >  41595 Len=1021"
"4640","87.708287","192.168.1.52","192.168.1.40","UDP","1049","23682  >  41595 Len=1007"
"4641","87.708287","192.168.1.52","192.168.1.40","UDP","1083","23682  >  41595 Len=1041"
"4642","87.708287","192.168.1.52","192.168.1.40","UDP","117","23682  >  41595 Len=75"
"4643","87.708287","192.168.1.52","192.168.1.40","UDP","1083","23682  >  41595 Len=1041"
"4644","87.708287","192.168.1.52","192.168.1.40","UDP","1083","23682  >  41595 Len=1041"
"4645","87.708323","192.168.1.52","192.168.1.40","UDP","1083","23682  >  41595 Len=1041"
"4646","87.708323","192.168.1.52","192.168.1.40","UDP","1083","23682  >  41595 Len=1041"
"4647","87.708323","192.168.1.52","192.168.1.40","UDP","1083","23682  >  41595 Len=1041"
"4648","87.742172","192.168.1.52","192.168.1.40","UDP","121","23682  >  41595 Len=79"
"4649","87.742172","192.168.1.52","192.168.1.40","UDP","115","23682  >  41595 Len=73"
"4650","87.742728","192.168.1.40","192.168.1.52","UDP","97","41595  >  23682 Len=55"
"4651","87.742756","192.168.1.40","192.168.1.52","UDP","113","41595  >  23682 Len=71"
"4652","87.746258","192.168.1.52","192.168.1.40","STUN","146","Binding Request user: LUr7:IQLU"
"4653","87.752323","192.168.1.52","192.168.1.40","RTCP","178","Sender Report   ([Malformed Packet]"
"4654","87.753412","192.168.1.52","192.168.1.40","UDP","124","23682  >  41595 Len=82"
"4655","87.753628","192.168.1.40","192.168.1.52","STUN","146","Binding Request user: xYIy:7tIQ"
"4656","87.753719","192.168.1.40","192.168.1.52","STUN","122","Binding Success Response XOR-MAPPED-ADDRESS: 192.168.1.52:54506"
"4657","87.772385","192.168.1.52","192.168.1.40","UDP","119","23682  >  41595 Len=77"
"4658","87.773645","192.168.1.52","192.168.1.40","RTCP","154","Receiver Report   (PSE:Unknown  PSE:Unknown  [Malformed Packet]"
"4659","87.775732","192.168.1.40","192.168.1.52","UDP","97","41595  >  23682 Len=55"
"4660","87.793146","192.168.1.52","192.168.1.40","UDP","116","23682  >  41595 Len=74"
"4661","87.800509","192.168.1.52","192.168.1.40","STUN","122","Binding Success Response XOR-MAPPED-ADDRESS: 192.168.1.40:41595"
"4663","87.801808","192.168.1.52","192.168.1.40","UDP","1200","23682  >  41595 Len=1158"
"4664","87.801832","192.168.1.52","192.168.1.40","UDP","1200","23682  >  41595 Len=1158"
"4665","87.801832","192.168.1.52","192.168.1.40","UDP","1200","23682  >  41595 Len=1158"
"4666","87.802180","192.168.1.52","192.168.1.40","UDP","1200","23682  >  41595 Len=1158"
"4667","87.802180","192.168.1.52","192.168.1.40","UDP","1200","23682  >  41595 Len=1158"
"4668","87.802180","192.168.1.52","192.168.1.40","UDP","1200","23682  >  41595 Len=1158"
"4669","87.802180","192.168.1.52","192.168.1.40","UDP","1199","23682  >  41595 Len=1157"
"4670","87.805861","192.168.1.40","192.168.1.52","UDP","97","41595  >  23682 Len=55"
"4671","87.805880","192.168.1.40","192.168.1.52","UDP","113","41595  >  23682 Len=71"
"4672","87.813158","192.168.1.52","192.168.1.40","UDP","118","23682  >  41595 Len=76"
"4673","87.833612","192.168.1.52","192.168.1.40","UDP","111","23682  >  41595 Len=69"
"4674","87.840540","192.168.1.40","192.168.1.52","UDP","97","41595  >  23682 Len=55"
"4675","87.852723","192.168.1.52","192.168.1.40","UDP","116","23682  >  41595 Len=74"
"4676","87.872658","192.168.1.52","192.168.1.40","UDP","117","23682  >  41595 Len=75"
"4677","87.873529","192.168.1.40","192.168.1.52","UDP","105","41595  >  23682 Len=63"
"4678","87.873549","192.168.1.40","192.168.1.52","UDP","113","41595  >  23682 Len=71"
"4679","87.893425","192.168.1.52","192.168.1.40","UDP","120","23682  >  41595 Len=78"
"4680","87.907405","192.168.1.40","192.168.1.52","UDP","97","41595  >  23682 Len=55"
"4681","87.930390","192.168.1.52","192.168.1.40","UDP","1092","23682  >  41595 Len=1050"
"4682","87.930390","192.168.1.52","192.168.1.40","UDP","1092","23682  >  41595 Len=1050"
"4683","87.930390","192.168.1.52","192.168.1.40","UDP","1092","23682  >  41595 Len=1050"
"4684","87.930390","192.168.1.52","192.168.1.40","UDP","1092","23682  >  41595 Len=1050"
"4685","87.930390","192.168.1.52","192.168.1.40","UDP","1092","23682  >  41595 Len=1050"
"4686","87.930390","192.168.1.52","192.168.1.40","UDP","1092","23682  >  41595 Len=1050"
"4687","87.930390","192.168.1.52","192.168.1.40","UDP","1092","23682  >  41595 Len=1050"
"4688","87.930444","192.168.1.52","192.168.1.40","UDP","1092","23682  >  41595 Len=1050"
"4689","87.930444","192.168.1.52","192.168.1.40","UDP","1092","23682  >  41595 Len=1050"
"4690","87.930905","192.168.1.52","192.168.1.40","UDP","1092","23682  >  41595 Len=1050"
"4691","87.930905","192.168.1.52","192.168.1.40","UDP","1092","23682  >  41595 Len=1050"
"4692","87.930905","192.168.1.52","192.168.1.40","UDP","1092","23682  >  41595 Len=1050"
"4693","87.930905","192.168.1.52","192.168.1.40","UDP","1092","23682  >  41595 Len=1050"
"4694","87.930905","192.168.1.52","192.168.1.40","UDP","1092","23682  >  41595 Len=1050"
"4695","87.930905","192.168.1.52","192.168.1.40","UDP","1092","23682  >  41595 Len=1050"
"4696","87.930905","192.168.1.52","192.168.1.40","UDP","1092","23682  >  41595 Len=1050"
"4697","87.930905","192.168.1.52","192.168.1.40","UDP","1092","23682  >  41595 Len=1050"
"4698","87.930943","192.168.1.52","192.168.1.40","UDP","1092","23682  >  41595 Len=1050"
"4699","87.930943","192.168.1.52","192.168.1.40","UDP","1092","23682  >  41595 Len=1050"
"4700","87.930962","192.168.1.52","192.168.1.40","UDP","1092","23682  >  41595 Len=1050"
"4701","87.930973","192.168.1.52","192.168.1.40","UDP","1077","23682  >  41595 Len=1035"
"4702","87.930983","192.168.1.52","192.168.1.40","UDP","1112","23682  >  41595 Len=1070"
"4703","87.930994","192.168.1.52","192.168.1.40","UDP","1112","23682  >  41595 Len=1070"
"4704","87.931002","192.168.1.52","192.168.1.40","UDP","1112","23682  >  41595 Len=1070"
"4705","87.931009","192.168.1.52","192.168.1.40","UDP","1112","23682  >  41595 Len=1070"
"4706","87.931016","192.168.1.52","192.168.1.40","UDP","1112","23682  >  41595 Len=1070"
"4707","87.931024","192.168.1.52","192.168.1.40","UDP","1112","23682  >  41595 Len=1070"
"4708","87.931033","192.168.1.52","192.168.1.40","UDP","1112","23682  >  41595 Len=1070"
"4709","87.931033","192.168.1.52","192.168.1.40","UDP","127","23682  >  41595 Len=85"
"4710","87.940454","192.168.1.40","192.168.1.52","UDP","97","41595  >  23682 Len=55"
"4711","87.940481","192.168.1.40","192.168.1.52","UDP","113","41595  >  23682 Len=71"
"4712","87.963418","192.168.1.52","192.168.1.40","UDP","115","23682  >  41595 Len=73"
"4713","87.963418","192.168.1.52","192.168.1.40","UDP","120","23682  >  41595 Len=78"
"4714","87.972998","192.168.1.52","192.168.1.40","UDP","121","23682  >  41595 Len=79"
"4715","87.974295","192.168.1.40","192.168.1.52","UDP","97","41595  >  23682 Len=55"
"4716","87.993813","192.168.1.52","192.168.1.40","UDP","123","23682  >  41595 Len=81"
"4717","87.996692","192.168.1.52","192.168.1.40","UDP","1184","23682  >  41595 Len=1142"
"4718","87.996692","192.168.1.52","192.168.1.40","UDP","1184","23682  >  41595 Len=1142"
"4719","87.996692","192.168.1.52","192.168.1.40","UDP","1184","23682  >  41595 Len=1142"
"4720","87.996692","192.168.1.52","192.168.1.40","UDP","1184","23682  >  41595 Len=1142"
"4721","87.996692","192.168.1.52","192.168.1.40","UDP","1184","23682  >  41595 Len=1142"
"4722","87.996971","192.168.1.52","192.168.1.40","UDP","1184","23682  >  41595 Len=1142"
"4723","87.996971","192.168.1.52","192.168.1.40","UDP","1184","23682  >  41595 Len=1142"
"4724","87.996971","192.168.1.52","192.168.1.40","UDP","1184","23682  >  41595 Len=1142"
"4725","87.996971","192.168.1.52","192.168.1.40","UDP","1179","23682  >  41595 Len=1137"
"4726","88.010486","192.168.1.40","192.168.1.52","UDP","97","41595  >  23682 Len=55"
"4727","88.010521","192.168.1.40","192.168.1.52","UDP","113","41595  >  23682 Len=71"
"4728","88.012715","192.168.1.52","192.168.1.40","UDP","119","23682  >  41595 Len=77"
"4729","88.033885","192.168.1.52","192.168.1.40","UDP","120","23682  >  41595 Len=78"
"4730","88.043940","192.168.1.40","192.168.1.52","UDP","105","41595  >  23682 Len=63"
"4731","88.052421","192.168.1.52","192.168.1.40","UDP","122","23682  >  41595 Len=80"
"4732","88.068023","192.168.1.52","192.168.1.40","RTCP","178","Sender Report   ([Malformed Packet]"
"4733","88.072962","192.168.1.40","192.168.1.52","UDP","97","41595  >  23682 Len=55"
"4734","88.073010","192.168.1.40","192.168.1.52","UDP","113","41595  >  23682 Len=71"
"4735","88.073448","192.168.1.52","192.168.1.40","UDP","126","23682  >  41595 Len=84"
"4736","88.091546","192.168.1.52","192.168.1.40","UDP","1116","23682  >  41595 Len=1074"
"4737","88.091546","192.168.1.52","192.168.1.40","UDP","1116","23682  >  41595 Len=1074"
